x,y,u
0.58620690,0.62068966,0.05367090
0.58620690,0.65517241,0.05105852
0.58620690,0.68965517,0.04784811
0.58620690,0.72413793,0.04407587
0.58620690,0.75862069,0.03978467
0.58620690,0.79310345,0.03502362
0.58620690,0.82758621,0.02984767
0.58620690,0.86206897,0.02431710
0.58620690,0.89655172,0.01849681
0.58620690,0.93103448,0.01245561
0.58620690,0.96551724,0.00626535
0.58620690,1.00000000,0.00000000
0.62068966,0.00000000,0.00000000
0.62068966,0.03448276,0.00595350
0.62068966,0.06896552,0.01183619
0.62068966,0.10344828,0.01757811
0.62068966,0.13793103,0.02311119
0.62068966,0.17241379,0.02837013
0.62068966,0.20689655,0.03329321
0.62068966,0.24137931,0.03782300
0.62068966,0.27586207,0.04190697
0.62068966,0.31034483,0.04549809
0.62068966,0.34482759,0.04855525
0.62068966,0.37931034,0.05104362
0.62068966,0.41379310,0.05293499
0.62068966,0.44827586,0.05420802
0.62068966,0.48275862,0.05484835
0.62068966,0.51724138,0.05484877
0.62068966,0.55172414,0.05420928
0.62068966,0.58620690,0.05293705
0.62068966,0.62068966,0.05104640
0.62068966,0.65517241,0.04855865
0.62068966,0.68965517,0.04550199
0.62068966,0.72413793,0.04191121
0.62068966,0.75862069,0.03782741
0.62068966,0.79310345,0.03329761
0.62068966,0.82758621,0.02837432
0.62068966,0.86206897,0.02311496
0.62068966,0.89655172,0.01758125
0.62068966,0.93103448,0.01183849
0.62068966,0.96551724,0.00595475
0.62068966,1.00000000,0.00000000
0.65517241,0.00000000,0.00000000
0.65517241,0.03448276,0.00559464
0.65517241,0.06896552,0.01112298
0.65517241,0.10344828,0.01651950
0.65517241,0.13793103,0.02172040
0.65517241,0.17241379,0.02666436
0.65517241,0.20689655,0.03129339
0.65517241,0.24137931,0.03555339
0.65517241,0.27586207,0.03939486
0.65517241,0.31034483,0.04277334
0.65517241,0.34482759,0.04564995
0.65517241,0.37931034,0.04799170
0.65517241,0.41379310,0.04977184
0.65517241,0.44827586,0.05097010
0.65517241,0.48275862,0.05157285
0.65517241,0.51724138,0.05157325
0.65517241,0.55172414,0.05097129
0.65517241,0.58620690,0.04977377
0.65517241,0.62068966,0.04799431
0.65517241,0.65517241,0.04565314
0.65517241,0.68965517,0.04277699
0.65517241,0.72413793,0.03939883
0.65517241,0.75862069,0.03555753
0.65517241,0.79310345,0.03129752
0.65517241,0.82758621,0.02666829
0.65517241,0.86206897,0.02172393
0.65517241,0.89655172,0.01652245
0.65517241,0.93103448,0.01112514
0.65517241,0.96551724,0.00559581
0.65517241,1.00000000,0.00000000
0.68965517,0.00000000,0.00000000
0.68965517,0.03448276,0.00518876
0.68965517,0.06896552,0.01031620
0.68965517,0.10344828,0.01532170
0.68965517,0.13793103,0.02014618
0.68965517,0.17241379,0.02473284
0.68965517,0.20689655,0.02902787
0.68965517,0.24137931,0.03298104
0.68965517,0.27586207,0.03654630
0.68965517,0.31034483,0.03968230
0.68965517,0.34482759,0.04235277
0.68965517,0.37931034,0.04452694
0.68965517,0.41379310,0.04617985
0.68965517,0.44827586,0.04729253
0.68965517,0.48275862,0.04785225
0.68965517,0.51724138,0.04785262
0.68965517,0.55172414,0.04729362
0.68965517,0.58620690,0.04618163
0.68965517,0.62068966,0.04452936
0.68965517,0.65517241,0.04235572
0.68965517,0.68965517,0.03968568
0.68965517,0.72413793,0.03654998
0.68965517,0.75862069,0.03298486
0.68965517,0.79310345,0.02903168
0.68965517,0.82758621,0.02473648
0.68965517,0.86206897,0.02014945
0.68965517,0.89655172,0.01532443
0.68965517,0.93103448,0.01031820
0.68965517,0.96551724,0.00518985
0.68965517,1.00000000,0.00000000
0.72413793,0.00000000,0.00000000
0.72413793,0.03448276,0.00473805
0.72413793,0.06896552,0.00942021
0.72413793,0.10344828,0.01399123
0.72413793,0.13793103,0.01839724
0.72413793,0.17241379,0.02258640
0.72413793,0.20689655,0.02650957
0.72413793,0.24137931,0.03012084
0.72413793,0.27586207,0.03337810
0.72413793,0.31034483,0.03624345
0.72413793,0.34482759,0.03868368
0.72413793,0.37931034,0.04067056
0.72413793,0.41379310,0.04218117
0.72413793,0.44827586,0.04319812
0.72413793,0.48275862,0.04370970
0.72413793,0.51724138,0.04371004
0.72413793,0.55172414,0.04319912
0.72413793,0.58620690,0.04218280
0.72413793,0.62068966,0.04067276
0.72413793,0.65517241,0.03868636
0.72413793,0.68965517,0.03624653
0.72413793,0.72413793,0.03338144
0.72413793,0.75862069,0.03012433
0.72413793,0.79310345,0.02651304
0.72413793,0.82758621,0.02258971
0.72413793,0.86206897,0.01840021
0.72413793,0.89655172,0.01399371
0.72413793,0.93103448,0.00942203
0.72413793,0.96551724,0.00473903
0.72413793,1.00000000,0.00000000
0.75862069,0.00000000,0.00000000
0.75862069,0.03448276,0.00424546
0.75862069,0.06896552,0.00844091
0.75862069,0.10344828,0.01253692
0.75862069,0.13793103,0.01648525
0.75862069,0.17241379,0.02023949
0.75862069,0.20689655,0.02375560
0.75862069,0.24137931,0.02699241
0.75862069,0.27586207,0.02991214
0.75862069,0.31034483,0.03248076
0.75862069,0.34482759,0.03466844
0.75862069,0.37931034,0.03644979
0.75862069,0.41379310,0.03780421
0.75862069,0.44827586,0.03871604
0.75862069,0.48275862,0.03917476
0.75862069,0.51724138,0.03917506
0.75862069,0.55172414,0.03871693
0.75862069,0.58620690,0.03780566
0.75862069,0.62068966,0.03645175
0.75862069,0.65517241,0.03467083
0.75862069,0.68965517,0.03248350
0.75862069,0.72413793,0.02991512
0.75862069,0.75862069,0.02699552
0.75862069,0.79310345,0.02375870
0.75862069,0.82758621,0.02024244
0.75862069,0.86206897,0.01648791
0.75862069,0.89655172,0.01253913
0.75862069,0.93103448,0.00844253
0.75862069,0.96551724,0.00424634
0.75862069,1.00000000,0.00000000
0.79310345,0.00000000,0.00000000
0.79310345,0.03448276,0.00371465
0.79310345,0.06896552,0.00738561
0.79310345,0.10344828,0.01096963
0.79310345,0.13793103,0.01442456
0.79310345,0.17241379,0.01770980
0.79310345,0.20689655,0.02078682
0.79310345,0.24137931,0.02361958
0.79310345,0.27586207,0.02617497
0.79310345,0.31034483,0.02842320
0.79310345,0.34482759,0.03033810
0.79310345,0.37931034,0.03189741
0.79310345,0.41379310,0.03308305
0.79310345,0.44827586,0.03388127
0.79310345,0.48275862,0.03428284
0.79310345,0.51724138,0.03428310
0.79310345,0.55172414,0.03388205
0.79310345,0.58620690,0.03308431
0.79310345,0.62068966,0.03189912
0.79310345,0.65517241,0.03034019
0.79310345,0.68965517,0.02842559
0.79310345,0.72413793,0.02617757
0.79310345,0.75862069,0.02362229
0.79310345,0.79310345,0.02078952
0.79310345,0.82758621,0.01771238
0.79310345,0.86206897,0.01442688
0.79310345,0.89655172,0.01097156
0.79310345,0.93103448,0.00738702
0.79310345,0.96551724,0.00371542
0.79310345,1.00000000,0.00000000
0.82758621,0.00000000,0.00000000
0.82758621,0.03448276,0.00314992
0.82758621,0.06896552,0.00626282
0.82758621,0.10344828,0.00930206
0.82758621,0.13793103,0.01223190
0.82758621,0.17241379,0.01501794
0.82758621,0.20689655,0.01762748
0.82758621,0.24137931,0.02002998
0.82758621,0.27586207,0.02219734
0.82758621,0.31034483,0.02410424
0.82758621,0.34482759,0.02572849
0.82758621,0.37931034,0.02705116
0.82758621,0.41379310,0.02805690
0.82758621,0.44827586,0.02873401
0.82758621,0.48275862,0.02907466
0.82758621,0.51724138,0.02907488
0.82758621,0.55172414,0.02873467
0.82758621,0.58620690,0.02805796
0.82758621,0.62068966,0.02705260
0.82758621,0.65517241,0.02573025
0.82758621,0.68965517,0.02410626
0.82758621,0.72413793,0.02219953
0.82758621,0.75862069,0.02003227
0.82758621,0.79310345,0.01762977
0.82758621,0.82758621,0.01502011
0.82758621,0.86206897,0.01223385
0.82758621,0.89655172,0.00930368
0.82758621,0.93103448,0.00626401
0.82758621,0.96551724,0.00315057
0.82758621,1.00000000,0.00000000
0.86206897,0.00000000,0.00000000
0.86206897,0.03448276,0.00255608
0.86206897,0.06896552,0.00508214
0.86206897,0.10344828,0.00754846
0.86206897,0.13793103,0.00992604
0.86206897,0.17241379,0.01218699
0.86206897,0.20689655,0.01430476
0.86206897,0.24137931,0.01625456
0.86206897,0.27586207,0.01801358
0.86206897,0.31034483,0.01956127
0.86206897,0.34482759,0.02087957
0.86206897,0.37931034,0.02195314
0.86206897,0.41379310,0.02276947
0.86206897,0.44827586,0.02331909
0.86206897,0.48275862,0.02359559
0.86206897,0.51724138,0.02359577
0.86206897,0.55172414,0.02331962
0.86206897,0.58620690,0.02277034
0.86206897,0.62068966,0.02195430
0.86206897,0.65517241,0.02088100
0.86206897,0.68965517,0.01956290
0.86206897,0.72413793,0.01801535
0.86206897,0.75862069,0.01625641
0.86206897,0.79310345,0.01430660
0.86206897,0.82758621,0.01218874
0.86206897,0.86206897,0.00992762
